pre,rhu_avg,ssh,tem_avg,tem_max,tem_min,vap_avg,win_s_max,win_s_2mi_avg,wind,radiation,gst_avg_5cm,gst_avg_10cm,gst_avg_20cm,gst_avg_40cm,dpt_avg,rhu_min,rhu_max,wind_describe,wins_scale,nrd,datetime
0.0,60.77,2.47,2.43,7.9,-1.08,4.25,4.29,2.4,253.83,8.22,3.55,3.73,4.38,5.08,-4.37,44.07,87.15,西风,2.0,6.33,2022-02-08
0.0,62.19,7.03,2.85,10.13,-2.08,4.4,5.32,1.73,243.46,15.14,4.1,4.15,4.43,5.02,-3.67,35.35,90.99,西南风,2.0,11.66,2022-02-09
0.0,57.82,6.56,3.87,11.45,-2.39,4.31,2.99,1.59,263.98,12.76,4.53,4.35,4.57,5.14,-3.68,34.03,85.35,西风,2.0,9.83,2022-02-10
0.0,61.53,0.13,5.12,9.89,0.8,5.36,3.57,1.46,54.45,11.89,5.46,5.52,5.48,5.5,-1.66,46.45,91.43,东北风,1.0,9.16,2022-02-11
0.0,70.07,1.59,4.26,10.17,-0.9,5.58,2.49,1.14,341.44,13.07,5.04,5.13,5.35,5.72,-0.71,45.1,88.24,北风,1.0,10.06,2022-02-12
0.0,72.44,0.6,4.35,7.32,1.18,5.99,5.27,2.59,73.37,10.98,6.01,5.67,5.59,5.98,-0.16,57.04,95.12,东风,2.0,8.45,2022-02-13
0.0,76.88,0.0,1.37,5.4,0.22,5.23,5.41,2.56,75.44,11.36,3.35,4.08,5.21,6.06,-2.23,53.24,93.61,东风,2.0,8.75,2022-02-14
0.0,59.3,0.0,1.36,2.72,0.03,3.98,4.03,2.23,83.72,12.74,3.32,3.71,4.46,5.61,-5.7,53.42,74.3,东风,2.0,9.81,2022-02-15
0.0,53.05,0.0,0.83,2.31,-0.11,3.43,5.18,3.65,80.69,7.04,2.64,3.35,4.31,5.41,-7.64,46.77,65.41,东风,3.0,5.42,2022-02-16
0.0,53.02,0.0,0.14,1.69,-1.39,3.24,5.7,2.88,79.52,8.54,2.6,3.05,3.9,5.07,-8.29,53.02,85.96,东风,2.0,6.58,2022-02-17
0.09,72.37,0.0,0.0,4.02,-3.58,4.44,4.81,1.79,257.3,8.97,2.36,2.82,3.71,4.86,-4.37,63.22,90.94,西风,2.0,6.91,2022-02-18
0.8,69.0,6.83,2.85,7.4,0.31,4.91,4.65,1.86,107.65,14.77,5.46,5.07,4.81,5.02,-2.27,24.29,88.6,东风,2.0,11.37,2022-02-19
0.0,52.36,9.77,1.86,10.23,-4.91,3.3,6.24,2.44,265.33,17.59,4.26,4.44,4.87,5.36,-6.85,20.43,82.88,西风,2.0,13.54,2022-02-20
0.0,33.94,9.54,4.8,11.88,-0.54,2.68,5.41,2.34,266.18,17.53,5.23,5.13,5.12,5.45,-9.75,12.86,64.82,西风,2.0,13.5,2022-02-21
0.0,34.86,5.7,3.61,8.22,-0.8,2.63,4.72,2.15,65.64,14.24,5.02,5.24,5.55,5.71,-10.47,20.81,64.6,东北风,2.0,10.96,2022-02-22
0.0,38.51,8.82,3.13,9.08,-1.33,2.89,4.34,2.16,69.7,17.59,4.84,5.06,5.4,5.79,-9.64,27.29,76.58,东风,2.0,13.54,2022-02-23
0.0,59.68,8.95,4.47,14.49,-2.49,4.7,3.67,1.36,279.66,17.26,5.7,5.6,5.59,5.84,-2.68,27.95,74.98,西风,1.0,13.29,2022-02-24
0.0,60.62,8.85,7.3,18.31,-0.85,5.71,5.29,1.68,242.53,17.82,7.33,6.89,6.44,6.2,0.2,25.67,74.33,西南风,2.0,13.72,2022-02-25
0.0,27.95,10.46,11.96,18.45,5.93,3.61,6.6,2.78,268.83,18.69,10.02,9.46,8.28,7.01,-6.01,9.53,75.33,西风,2.0,14.39,2022-02-26
0.0,44.73,7.95,8.96,17.64,-0.1,4.78,3.25,1.59,341.05,18.0,8.81,8.56,8.18,7.58,-2.41,23.26,74.14,北风,2.0,13.86,2022-02-27
0.0,39.5,3.19,12.67,19.47,5.34,5.23,7.65,2.55,295.03,14.97,10.73,10.2,9.3,8.14,-0.75,10.7,60.28,西北风,2.0,11.53,2022-02-28
0.0,21.32,9.52,11.13,15.4,8.37,2.74,6.59,3.13,281.14,18.14,10.86,10.51,9.66,8.65,-10.19,14.99,70.82,西风,2.0,13.97,2022-03-01
0.0,43.72,9.77,8.29,18.86,1.01,4.22,5.1,1.78,257.57,19.08,9.26,9.36,9.16,8.69,-3.33,13.25,72.99,西风,2.0,14.69,2022-03-02
0.0,41.28,3.7,10.47,18.28,2.95,5.03,4.43,2.02,267.24,16.28,8.91,8.9,8.97,8.72,-2.13,13.8,63.78,西风,2.0,12.54,2022-03-03
0.0,35.17,8.73,13.04,23.09,5.5,4.53,6.86,2.09,271.53,18.87,11.17,10.5,9.66,8.86,-2.0,9.09,51.92,西风,2.0,14.53,2022-03-04
0.0,34.54,6.55,11.01,16.28,6.3,4.49,5.83,2.77,59.03,17.92,10.94,10.6,10.15,9.32,-4.04,16.77,46.8,东北风,2.0,13.8,2022-03-05
0.0,44.83,0.02,10.82,14.26,8.13,5.79,4.36,2.54,87.02,9.74,11.15,10.84,10.4,9.67,-0.69,30.21,82.8,东风,2.0,7.5,2022-03-06
0.0,50.66,9.84,13.05,21.56,6.37,6.92,4.72,2.89,243.74,19.89,12.51,11.67,10.7,9.77,3.05,17.57,69.69,西南风,2.0,15.32,2022-03-07
0.0,52.6,9.71,13.68,21.05,6.7,7.96,3.82,1.78,66.52,19.27,14.03,13.19,11.98,10.41,4.17,32.46,77.85,东北风,2.0,14.84,2022-03-08
0.0,57.16,7.54,15.36,21.32,9.88,9.54,5.79,2.68,61.5,18.18,14.4,13.79,12.75,11.12,6.92,28.46,76.77,东北风,2.0,14.0,2022-03-09
0.0,59.13,9.56,16.4,25.6,9.32,10.99,4.03,1.61,290.99,19.47,15.67,14.73,13.34,11.54,8.4,26.03,80.28,西风,2.0,14.99,2022-03-10
0.0,68.26,8.19,16.14,22.95,9.04,12.55,8.17,3.46,69.92,19.58,15.5,14.9,13.89,12.16,10.29,38.35,69.48,东风,3.0,15.08,2022-03-11
2.26,75.89,2.17,13.9,18.52,10.88,12.08,5.49,2.88,91.58,9.7,14.55,14.2,13.86,12.55,9.71,65.66,99.91,东风,2.0,7.47,2022-03-12
0.0,93.94,0.0,11.16,14.73,9.97,12.48,4.89,2.66,77.04,16.84,11.99,12.27,12.56,12.29,10.22,67.06,99.56,东风,2.0,12.97,2022-03-13
0.0,72.0,3.52,15.24,22.84,10.33,12.45,4.11,2.62,188.73,20.46,14.97,14.04,12.82,12.03,10.22,20.31,87.52,南风,2.0,15.75,2022-03-14
0.0,57.88,3.79,16.01,24.76,9.92,10.52,4.7,1.8,228.16,16.33,15.67,14.94,13.88,12.5,7.72,30.96,79.3,西南风,2.0,12.57,2022-03-15
7.29,78.5,0.0,13.7,18.77,11.35,12.29,6.23,2.22,58.78,5.31,13.63,13.84,13.86,12.86,10.03,51.48,86.84,东北风,2.0,4.09,2022-03-16
0.0,65.72,0.0,5.98,12.68,4.85,6.11,6.63,3.69,91.49,6.58,8.55,9.91,11.43,12.22,0.05,46.23,74.42,东风,3.0,5.07,2022-03-17
0.0,61.77,4.25,7.55,12.98,3.91,6.46,3.51,1.59,191.85,17.65,10.75,10.32,10.35,11.11,0.69,50.58,84.46,南风,2.0,13.59,2022-03-18
0.0,64.17,0.12,5.44,10.09,2.99,5.78,5.76,2.76,92.16,7.9,8.68,9.67,10.65,11.13,-0.79,54.23,80.97,东风,2.0,6.08,2022-03-19
0.0,65.02,0.85,5.79,9.63,3.08,6.01,3.29,1.21,138.18,14.98,8.22,8.66,9.52,10.48,-0.27,45.39,83.84,东南风,1.0,11.53,2022-03-20
0.0,71.91,0.0,6.59,9.14,4.54,6.97,3.62,1.67,80.77,10.31,8.4,8.73,9.42,10.2,1.89,52.95,84.9,东风,2.0,7.94,2022-03-21
0.0,68.37,0.04,7.77,11.81,3.97,7.22,2.66,1.18,59.12,12.95,9.53,9.39,9.49,10.03,2.31,42.71,83.38,东北风,1.0,9.97,2022-03-22
0.0,61.1,8.77,11.41,20.14,3.88,8.23,4.86,2.07,227.32,22.0,12.93,11.97,10.85,10.24,4.18,39.45,94.14,西南风,2.0,16.94,2022-03-23
0.0,72.55,3.29,10.85,14.32,5.73,0.0,5.39,2.87,111.68,18.39,12.45,11.94,11.79,11.01,6.11,54.9,90.15,东风,2.0,14.16,2022-03-24
7.55,88.02,0.0,11.66,14.17,10.2,10.62,4.99,2.0,63.38,4.94,12.76,12.85,12.65,11.56,9.74,77.72,99.91,东北风,2.0,3.8,2022-03-25
0.0,62.39,4.99,12.5,19.74,6.15,7.95,5.4,2.68,264.31,10.3,12.41,12.06,11.67,11.48,5.51,19.47,94.69,西风,2.0,7.93,2022-03-26
0.0,37.55,8.8,11.89,15.19,9.13,5.14,6.05,3.09,84.15,21.2,13.49,13.03,12.51,11.77,-2.14,19.7,69.41,东风,2.0,16.32,2022-03-27
0.0,51.47,9.05,12.97,18.95,7.77,7.82,6.62,3.58,96.83,21.09,14.56,13.91,13.08,11.91,3.2,35.18,88.75,东风,3.0,16.24,2022-03-28
0.0,71.51,5.02,15.43,21.06,10.58,12.31,4.54,2.17,61.4,13.03,17.31,16.07,14.41,12.49,10.3,44.82,95.01,东北风,2.0,10.03,2022-03-29
0.0,78.62,0.8,14.23,17.32,11.22,12.73,5.47,2.85,84.08,18.6,15.79,15.5,14.89,13.19,10.57,56.61,84.73,东风,2.0,14.32,2022-03-30
0.0,67.01,0.0,12.44,15.6,10.41,9.54,4.65,2.29,98.24,12.82,15.25,14.87,14.38,13.21,6.49,42.77,72.95,东风,2.0,9.87,2022-03-31
0.0,55.68,9.75,13.09,19.94,6.75,7.74,3.53,1.33,192.64,23.25,16.3,15.6,14.55,13.13,4.43,23.36,78.1,南风,1.0,17.9,2022-04-01
0.0,41.12,11.28,14.4,21.26,7.19,6.24,6.02,2.39,310.28,24.26,17.11,16.53,15.45,13.48,1.35,13.47,73.87,西北风,2.0,18.68,2022-04-02
0.0,46.92,10.75,14.93,22.38,5.68,7.65,4.72,2.37,94.72,23.68,17.47,16.92,15.93,13.73,3.69,26.77,71.82,东风,2.0,18.23,2022-04-03
0.0,59.23,8.63,16.45,24.03,9.21,10.9,4.02,1.24,56.42,15.49,19.01,18.15,16.81,14.2,8.47,31.14,79.94,东北风,1.0,11.93,2022-04-04
0.0,54.27,10.46,21.59,29.66,13.52,12.09,5.11,2.49,255.73,16.42,19.51,19.26,18.05,14.89,9.77,12.65,77.45,西风,2.0,12.64,2022-04-05
0.0,61.27,9.56,17.01,22.69,12.37,11.96,6.63,2.54,30.51,16.48,20.26,19.78,18.66,15.57,9.5,37.75,70.44,东北风,2.0,12.69,2022-04-06
0.0,57.3,10.18,16.14,23.8,9.88,9.51,4.6,1.81,119.23,24.02,17.03,18.11,18.26,15.76,7.69,31.82,75.45,东南风,2.0,18.5,2022-04-07
0.0,67.09,10.45,19.09,28.47,10.73,14.47,3.08,1.3,300.82,23.4,21.53,20.47,18.87,15.95,12.83,27.16,67.09,西北风,1.0,18.02,2022-04-08
0.0,55.37,8.94,23.67,33.75,15.8,14.94,4.68,2.07,238.17,22.16,22.28,21.87,20.39,16.59,14.19,12.96,56.45,西南风,2.0,17.06,2022-04-09
0.0,52.53,11.18,23.79,33.83,14.65,14.64,3.49,1.05,317.78,17.02,24.65,23.33,21.27,17.46,13.49,17.65,60.78,西北风,1.0,13.11,2022-04-10
0.0,54.57,10.19,25.7,35.01,16.9,16.83,3.57,1.74,202.68,22.55,25.98,24.59,22.35,18.17,15.85,29.97,67.4,西南风,2.0,17.36,2022-04-11
1.27,62.36,0.0,17.74,29.61,14.87,12.32,7.59,2.85,0.01,7.92,21.28,21.69,21.73,18.64,10.45,45.32,83.72,北风,2.0,6.1,2022-04-12
0.0,54.95,9.93,15.28,19.71,10.34,9.17,4.16,1.74,78.48,24.28,19.81,19.54,19.24,17.65,6.27,26.13,67.32,东风,2.0,18.7,2022-04-13
0.0,57.74,0.0,14.25,16.41,12.92,9.35,5.61,2.65,42.38,6.48,17.36,17.9,18.48,17.29,6.03,40.81,72.71,东北风,2.0,4.99,2022-04-14
0.0,57.05,0.0,13.62,15.58,11.47,8.77,6.43,2.29,67.68,14.04,16.13,16.33,16.91,16.47,5.27,31.87,77.78,东风,2.0,10.81,2022-04-15
0.0,58.96,0.55,13.39,18.59,8.06,8.84,2.96,1.3,312.75,15.03,16.71,16.46,16.46,15.91,5.53,20.64,68.67,西北风,1.0,11.57,2022-04-16
0.0,60.7,0.17,13.04,18.98,6.41,8.92,4.31,2.12,0.05,12.19,16.03,16.06,16.28,15.77,5.62,27.44,70.0,北风,2.0,9.39,2022-04-17
0.0,54.16,9.75,16.19,23.91,10.17,9.43,6.44,2.87,255.73,17.31,18.6,17.81,16.94,15.72,6.92,25.8,99.4,西风,2.0,13.33,2022-04-18
0.0,51.51,11.39,17.47,25.76,9.1,9.19,4.52,2.2,305.48,17.46,19.99,19.21,18.11,16.42,7.37,22.02,69.69,西北风,2.0,13.44,2022-04-19
0.0,48.24,11.59,18.91,28.87,10.11,9.84,4.27,1.89,268.8,17.86,21.52,20.53,19.13,17.11,7.72,21.76,65.14,西风,2.0,13.75,2022-04-20
0.0,54.84,10.91,21.71,31.27,13.21,13.63,4.81,1.69,221.6,25.0,23.28,21.98,20.35,17.89,12.22,24.95,71.58,西南风,2.0,19.25,2022-04-21
0.0,47.9,5.06,20.09,26.11,16.0,11.09,6.43,3.1,73.97,19.5,22.64,22.11,21.07,18.73,8.71,23.66,90.78,东风,2.0,15.02,2022-04-22
0.0,54.27,10.87,19.18,28.58,10.52,11.71,3.23,1.12,224.25,25.97,22.23,21.5,20.4,18.7,9.72,24.32,75.18,西南风,1.0,20.0,2022-04-23
0.0,63.84,1.49,21.53,27.45,15.31,16.37,4.27,1.83,258.14,15.74,23.05,22.27,21.15,19.05,14.38,42.01,91.88,西风,2.0,12.12,2022-04-24
0.3,73.6,4.3,23.16,29.08,19.17,20.6,3.51,1.45,303.8,15.84,24.45,23.13,21.6,19.45,18.17,28.95,88.21,西北风,1.0,12.2,2022-04-25
0.0,68.92,6.38,22.58,29.28,17.75,18.92,8.77,2.99,79.53,23.5,24.83,23.9,22.37,19.98,16.58,25.2,68.92,东风,2.0,18.1,2022-04-26
0.0,39.14,0.06,19.18,21.31,17.38,8.61,7.26,3.86,77.2,9.43,21.24,21.47,21.47,20.12,4.94,25.73,87.88,东风,3.0,7.26,2022-04-27
9.13,77.83,0.0,12.07,17.46,9.42,10.73,4.47,2.34,78.05,4.3,16.32,17.56,18.89,19.06,8.31,77.83,95.4,东风,2.0,3.31,2022-04-28
0.0,75.52,4.42,13.65,20.66,6.88,11.45,3.27,1.11,172.91,23.45,17.38,17.02,17.12,17.53,9.4,52.41,88.58,南风,1.0,18.06,2022-04-29
0.0,71.61,0.08,14.55,17.52,12.53,11.73,7.25,2.13,83.53,15.94,16.02,16.88,17.78,17.69,9.48,31.1,87.39,东风,2.0,12.27,2022-04-30
0.0,53.31,12.42,16.91,26.2,7.77,9.02,6.83,3.85,267.6,27.19,18.97,18.07,17.28,16.9,7.35,14.38,64.47,西风,3.0,20.94,2022-05-01
0.0,39.26,9.51,20.64,29.52,12.71,9.28,7.72,3.19,258.04,25.54,21.7,20.69,19.39,17.72,6.28,16.95,89.21,西风,2.0,19.67,2022-05-02
0.0,43.59,12.5,21.76,31.7,12.62,10.28,5.63,2.53,256.23,51.67,23.48,22.46,20.83,18.69,8.82,15.66,55.21,西风,2.0,39.79,2022-05-03
0.0,37.53,12.65,23.7,32.23,14.56,10.28,4.77,2.22,238.65,27.11,25.17,24.01,22.12,19.61,8.34,16.08,68.44,西南风,2.0,20.87,2022-05-04
0.0,51.79,12.3,23.9,32.24,14.04,14.76,3.19,1.48,154.06,18.44,26.58,25.34,23.43,20.58,13.37,27.99,68.18,东南风,1.0,14.2,2022-05-05
0.0,61.27,11.61,22.91,29.54,16.78,16.94,8.63,4.17,73.84,17.67,26.33,25.52,24.1,21.37,15.05,35.54,61.27,东风,3.0,13.61,2022-05-06
0.0,55.02,1.98,17.46,21.79,15.55,10.9,8.15,4.4,93.1,20.41,22.87,22.97,22.83,21.52,8.32,45.13,57.0,东风,3.0,15.72,2022-05-07
0.0,68.54,0.0,13.49,15.72,11.36,10.44,5.1,3.3,79.05,6.09,18.63,19.58,20.6,20.62,7.82,52.85,98.91,东风,2.0,4.69,2022-05-08
10.63,91.29,0.0,10.61,12.09,9.35,11.61,4.63,2.19,93.02,1.88,14.89,16.08,17.76,19.04,9.25,86.41,99.06,东风,2.0,1.45,2022-05-09
0.0,74.39,10.53,16.19,22.95,10.47,13.45,4.78,2.37,237.63,18.4,20.1,19.09,18.11,17.98,11.63,51.43,91.71,西南风,2.0,14.17,2022-05-10
0.0,79.18,0.12,16.9,20.1,13.97,15.15,4.53,2.69,54.28,9.95,19.45,19.43,19.45,18.72,13.27,64.6,91.63,东北风,2.0,7.66,2022-05-11
0.0,79.04,0.0,16.27,18.51,14.78,14.59,5.85,3.71,74.67,11.85,18.97,19.06,19.11,18.62,12.63,68.45,83.03,东风,3.0,9.12,2022-05-12
0.13,63.36,9.44,18.07,24.07,12.92,12.41,4.05,2.49,141.24,23.51,22.61,21.38,19.83,18.55,11.0,35.86,80.4,东南风,2.0,18.1,2022-05-13
0.1,62.74,0.33,17.35,20.36,15.52,12.37,7.2,3.25,246.48,13.97,20.59,20.71,20.64,19.49,10.17,41.64,99.82,西南风,2.0,10.76,2022-05-14
0.0,55.39,10.06,18.43,26.65,10.9,10.86,5.71,3.3,250.4,24.73,21.4,20.73,19.85,19.06,9.32,22.78,69.98,西风,2.0,19.04,2022-05-15
0.0,39.79,12.53,18.38,30.45,12.2,9.19,5.98,2.4,261.22,27.9,23.52,22.51,21.22,19.7,4.46,10.68,55.72,西风,2.0,21.48,2022-05-16
0.0,34.16,12.06,21.09,33.24,13.4,9.09,5.76,2.68,252.53,28.12,24.89,23.91,22.35,20.54,4.68,12.3,49.7,西风,2.0,21.65,2022-05-17
0.0,41.93,8.91,24.15,32.3,15.53,12.37,5.56,2.38,206.65,25.35,25.96,24.89,23.36,21.43,10.39,19.1,75.14,西南风,2.0,19.52,2022-05-18
0.0,58.58,10.8,22.68,27.53,17.2,15.86,4.93,2.52,131.2,23.77,26.87,25.86,24.18,22.17,14.13,33.41,80.62,东南风,2.0,18.3,2022-05-19
0.0,57.37,11.67,22.98,30.3,14.82,15.23,3.46,1.71,32.36,19.13,27.35,26.22,24.62,22.69,14.1,26.23,72.44,东北风,2.0,14.73,2022-05-20
0.0,51.29,8.85,24.77,32.99,16.1,15.02,3.66,1.83,198.76,26.44,28.14,26.94,25.31,23.27,14.03,21.46,71.6,南风,2.0,20.36,2022-05-21
0.0,52.46,8.98,24.91,32.47,17.61,16.09,4.53,1.56,228.94,17.91,28.1,27.1,25.71,23.88,14.5,25.19,83.09,西南风,2.0,13.79,2022-05-22
0.0,53.09,10.84,25.16,32.54,17.22,16.19,3.55,1.86,96.31,27.21,28.91,27.65,26.02,24.16,14.92,25.87,71.19,东风,2.0,20.95,2022-05-23
0.0,49.16,10.75,27.1,34.3,18.45,17.1,3.12,1.38,74.56,25.47,30.46,28.87,26.96,24.7,15.51,25.41,61.92,东风,1.0,19.61,2022-05-24
0.0,49.21,8.16,25.1,30.06,20.66,15.35,10.11,3.73,249.58,17.61,28.75,28.05,27.1,25.26,13.68,25.54,59.64,西风,3.0,13.56,2022-05-25
0.0,45.38,8.73,24.47,31.23,18.37,13.13,5.15,1.73,112.01,18.94,28.87,27.65,26.35,25.06,11.87,15.85,72.57,东风,2.0,14.58,2022-05-26
0.0,44.09,4.61,25.79,32.64,17.12,14.02,4.02,1.48,23.67,15.77,27.58,27.2,26.67,25.28,12.63,19.5,66.02,东北风,1.0,12.14,2022-05-27
0.0,45.2,10.15,27.6,35.63,20.61,15.52,5.45,2.8,254.25,18.48,30.07,28.55,26.98,25.41,14.65,19.69,79.92,西风,2.0,14.23,2022-05-28
0.0,52.92,4.04,27.67,36.54,19.16,18.7,7.11,2.84,241.4,23.23,29.38,28.26,27.2,25.81,17.19,19.6,80.67,西南风,2.0,17.89,2022-05-29
0.0,37.44,10.68,27.14,34.36,20.71,12.88,6.12,2.56,122.59,20.57,30.57,29.19,27.66,26.01,11.36,14.24,50.57,东南风,2.0,15.84,2022-05-30
0.0,35.37,0.86,25.46,31.05,18.06,11.47,4.34,2.69,253.1,21.88,25.86,26.57,27.04,26.27,9.02,23.69,70.89,西风,2.0,16.85,2022-05-31
0.0,37.53,11.23,28.33,35.47,19.31,13.44,4.57,2.21,233.66,21.62,30.73,28.74,27.13,25.73,12.44,19.32,51.47,西南风,2.0,16.65,2022-06-01
0.0,69.73,8.14,13.2,20.45,7.36,0.0,3.36,1.13,71.15,15.03,0.0,0.0,0.0,0.0,7.79,38.35,80.19,东风,1.0,11.57,2022-11-06
0.0,74.53,6.81,13.17,19.15,7.88,0.0,4.05,1.99,89.35,15.74,0.0,0.0,0.0,0.0,8.69,40.99,85.71,东风,2.0,12.12,2022-11-07
0.0,63.8,0.01,12.15,17.01,8.0,0.0,3.07,1.72,97.79,16.74,0.0,0.0,0.0,0.0,5.46,35.09,73.37,东风,2.0,12.89,2022-11-08
0.59,85.05,0.42,13.4,16.6,11.71,0.0,2.1,0.97,65.28,15.76,0.0,0.0,0.0,0.0,10.94,46.78,97.81,东北风,1.0,12.14,2022-11-09
9.53,94.75,0.0,14.04,15.5,12.95,0.0,4.15,1.66,12.64,15.82,0.0,0.0,0.0,0.0,13.2,52.11,100.0,北风,2.0,12.18,2022-11-10
0.16,93.3,0.0,13.8,14.19,13.32,0.0,4.09,2.03,118.69,15.65,0.0,0.0,0.0,0.0,12.74,51.31,100.0,东南风,2.0,12.05,2022-11-11
0.14,65.27,0.12,13.05,14.93,11.18,0.0,7.6,3.97,259.31,16.16,0.0,0.0,0.0,0.0,6.6,35.9,75.06,西风,3.0,12.44,2022-11-12
0.0,51.32,1.88,9.48,13.4,7.28,0.0,4.35,2.32,65.81,0.0,0.0,0.0,0.0,0.0,-0.11,28.23,59.02,东北风,2.0,0.0,2022-11-13
0.0,70.98,6.95,9.01,17.36,3.89,0.0,4.47,1.78,248.17,0.0,0.0,0.0,0.0,0.0,3.99,39.04,81.63,西风,2.0,0.0,2022-11-14
0.0,63.28,9.03,11.22,20.34,4.36,0.0,3.92,1.8,261.61,0.0,0.0,0.0,0.0,0.0,4.44,34.8,72.77,西风,2.0,0.0,2022-11-15
0.0,76.16,2.41,9.91,15.56,4.75,0.0,2.43,1.06,34.94,0.0,0.0,0.0,0.0,0.0,5.91,41.89,87.58,东北风,1.0,0.0,2022-11-16
0.0,50.7,8.78,10.78,18.97,4.47,0.0,3.92,1.46,337.06,0.0,0.0,0.0,0.0,0.0,0.94,27.89,58.31,西北风,1.0,0.0,2022-11-17
0.25,87.76,0.0,11.39,13.08,10.27,0.0,3.53,1.9,66.6,14.77,0.0,0.0,0.0,0.0,9.4,48.27,100.0,东北风,2.0,11.37,2022-11-18
0.0,87.68,5.29,12.59,17.61,10.69,0.0,4.54,2.3,157.88,13.0,0.0,0.0,0.0,0.0,10.58,48.22,100.0,南风,2.0,10.01,2022-11-19
0.0,92.81,0.0,11.36,13.21,8.63,0.0,3.77,1.79,59.46,13.2,0.0,0.0,0.0,0.0,10.25,51.05,100.0,东北风,2.0,10.16,2022-11-20
6.05,97.82,0.0,11.23,12.21,10.39,0.0,4.51,0.95,68.04,15.28,0.0,0.0,0.0,0.0,10.88,53.8,100.0,东风,1.0,11.77,2022-11-21
5.82,96.73,0.0,10.59,12.03,9.68,0.0,2.2,1.16,75.47,12.19,0.0,0.0,0.0,0.0,10.05,53.2,100.0,东风,1.0,9.39,2022-11-22
0.0,87.08,4.88,10.26,15.29,5.92,0.0,4.81,1.61,36.15,12.32,0.0,0.0,0.0,0.0,8.18,47.89,100.0,东北风,2.0,9.49,2022-11-23
0.0,80.99,8.93,11.66,20.04,6.73,0.0,3.83,1.68,221.64,12.55,0.0,0.0,0.0,0.0,8.47,44.54,93.14,西南风,2.0,9.66,2022-11-24
0.0,90.81,8.64,11.6,18.69,7.64,0.0,5.99,2.46,11.7,12.1,0.0,0.0,0.0,0.0,10.12,49.95,100.0,北风,2.0,9.32,2022-11-25
0.0,66.27,7.43,8.91,12.26,6.07,0.0,6.05,3.45,133.81,14.61,0.0,0.0,0.0,0.0,2.91,36.45,76.21,东南风,3.0,11.25,2022-11-26
0.23,88.05,0.0,6.17,7.62,5.53,0.0,4.79,1.96,90.36,12.21,0.0,0.0,0.0,0.0,4.37,48.43,100.0,东风,2.0,9.4,2022-11-27
0.08,79.61,0.02,8.39,12.91,5.34,0.0,4.48,1.55,126.54,12.46,0.0,0.0,0.0,0.0,5.03,43.78,91.55,东南风,2.0,9.59,2022-11-28
0.12,41.94,0.0,3.45,11.52,0.02,0.0,5.82,3.48,301.91,12.02,0.0,0.0,0.0,0.0,-8.32,23.07,48.23,西北风,3.0,9.26,2022-11-29
0.0,38.16,1.99,-0.27,1.75,-2.17,0.0,3.67,2.27,82.81,11.75,0.0,0.0,0.0,0.0,-12.85,20.99,43.88,东风,2.0,9.05,2022-11-30
0.0,38.14,5.82,-0.43,4.3,-3.9,0.0,4.72,2.25,246.34,11.87,0.0,0.0,0.0,0.0,-13.02,20.98,43.86,西南风,2.0,9.14,2022-12-01
0.0,62.07,6.46,-0.66,6.34,-5.73,0.0,2.89,1.28,54.69,12.62,0.0,0.0,0.0,0.0,-7.02,34.14,71.38,东北风,1.0,9.72,2022-12-02
0.0,57.94,2.56,2.23,6.67,-1.74,0.0,3.92,1.96,226.51,14.09,0.0,0.0,0.0,0.0,-5.19,31.87,66.64,西南风,2.0,10.85,2022-12-03
0.0,42.2,1.5,2.46,4.63,0.72,0.0,3.12,1.41,105.27,12.44,0.0,0.0,0.0,0.0,-9.09,23.21,48.53,东风,1.0,9.58,2022-12-04
0.0,58.26,6.46,2.38,10.0,-2.31,0.0,3.76,1.54,331.48,13.18,0.0,0.0,0.0,0.0,-5.02,32.04,67.0,西北风,1.0,10.15,2022-12-05
0.0,71.5,0.28,1.58,7.18,-2.36,0.0,3.22,1.03,67.92,13.48,0.0,0.0,0.0,0.0,-3.01,39.32,82.22,东风,1.0,10.38,2022-12-06
0.0,73.86,6.65,2.76,11.15,-3.0,0.0,2.59,1.05,35.87,13.15,0.0,0.0,0.0,0.0,-1.44,40.62,84.94,东北风,1.0,10.13,2022-12-07
0.0,80.06,2.76,2.68,7.95,-1.23,0.0,3.57,1.64,37.19,12.47,0.0,0.0,0.0,0.0,-0.43,44.03,92.07,东北风,2.0,9.6,2022-12-08
0.0,86.52,0.56,2.45,9.23,-2.19,0.0,2.42,1.14,94.74,13.73,0.0,0.0,0.0,0.0,0.42,47.59,99.5,东风,1.0,10.57,2022-12-09
0.0,64.76,3.3,3.39,7.84,0.13,0.0,5.88,2.17,358.18,14.33,0.0,0.0,0.0,0.0,-2.64,35.62,74.48,北风,2.0,11.03,2022-12-10
0.0,51.23,3.59,0.08,5.74,-4.35,0.0,2.31,1.11,50.95,12.12,0.0,0.0,0.0,0.0,-8.81,28.18,58.92,东北风,1.0,9.33,2022-12-11
0.0,30.48,8.04,4.37,9.55,0.85,0.0,7.81,4.09,272.77,13.25,0.0,0.0,0.0,0.0,-11.52,16.76,35.05,西风,3.0,10.2,2022-12-12
0.0,32.3,4.2,3.56,10.2,-1.58,2.33,6.55,2.24,281.36,14.22,3.06,3.8,5.44,6.97,-11.44,17.76,37.14,西风,2.0,10.95,2022-12-13
